Order Date,Sales
2015-12-04,28.44
2015-12-05,97.424
2015-12-05,44.46
2015-12-05,164.646
2015-12-06,70.68599999999999
2015-12-06,113.92
2015-12-06,206.11199999999997
2015-12-07,79.92
2015-12-07,283.92
2015-12-10,191.96
2015-12-10,801.96
2015-12-10,542.9399999999999
2015-12-11,364.95
2015-12-11,69.57600000000001
2015-12-11,52.416000000000004
2015-12-11,54.92000000000001
2015-12-12,348.92800000000005
2015-12-12,166.5
2015-12-14,273.568
2015-12-14,29.22
2015-12-14,15.24
2015-12-14,6.16
2015-12-15,262.864
2015-12-17,212.13
2015-12-17,41.552
2015-12-17,302.94
2015-12-17,546.66
2015-12-17,142.36
2015-12-18,20.32
2015-12-19,1053.164
2015-12-20,14.368000000000002
2015-12-20,359.05799999999994
2015-12-21,51.75600000000001
2015-12-21,1618.37
2015-12-22,422.62499999999994
2015-12-24,9.68
2015-12-24,7.712000000000001
2015-12-24,72.704
2015-12-24,590.0580000000001
2015-12-24,883.84
2015-12-25,547.136
2015-12-25,449.56800000000004
2015-12-25,160.98
2015-12-25,275.88
2015-12-26,275.058
2015-12-26,51.588
2015-12-27,131.104
2015-12-27,53.352000000000004
2015-12-27,1548.9900000000002
2015-12-27,532.3992
2015-12-27,212.058
2015-12-31,14.76
2016-01-02,173.94
2016-01-03,1592.8500000000001
2016-01-07,23.076
2016-01-08,1565.88
2016-01-09,15.168000000000001
2016-01-10,79.92
2016-01-10,24.849999999999998
2016-01-11,54.992000000000004
2016-01-14,315.77600000000007
2016-01-15,181.79699999999997
2016-01-17,322.59000000000003
2016-01-21,1013.4879999999999
2016-01-21,153.568
2016-01-22,451.13599999999997
2016-01-22,14.272
2016-01-22,109.9
2016-01-23,59.99
2016-01-25,45.98
2016-01-25,313.722
2016-01-30,48.58
2016-01-30,626.0999999999999
2016-01-30,435.16800000000006
2016-02-02,18.689999999999998
2016-02-02,73.784
2016-02-03,866.4
2016-02-04,14.368000000000002
2016-02-05,557.728
2016-02-05,239.98
2016-02-05,18.84
2016-02-06,132.22400000000002
2016-02-08,241.49999999999997
2016-02-14,550.431
2016-02-14,10.56
2016-02-16,62.958
2016-02-16,326.646
2016-02-16,318.08
2016-02-16,227.96
2016-02-19,44.46
2016-02-21,135.79999999999998
2016-02-21,68.94999999999999
2016-02-27,16.192
2016-03-01,836.592
2016-03-03,563.4299999999998
2016-03-03,637.896
2016-03-03,35.28
2016-03-06,159.04
2016-03-06,145.98
2016-03-08,102.35999999999999
2016-03-08,113.6
2016-03-09,354.90000000000003
2016-03-10,176.784
2016-03-11,76.92
2016-03-11,30.336000000000002
2016-03-11,244.00599999999997
2016-03-12,770.3520000000001
2016-03-13,386.67999999999995
2016-03-13,557.585
2016-03-13,127.88
2016-03-13,28.28
2016-03-14,21.880000000000003
2016-03-14,16.74
2016-03-14,241.332
2016-03-14,196.784
2016-03-15,1352.0320000000002
2016-03-15,528.43
2016-03-17,971.5
2016-03-18,189.882
2016-03-19,72.29400000000001
2016-03-19,20.32
2016-03-19,14.98
2016-03-20,86.45
2016-03-20,697.16
2016-03-21,99.372
2016-03-21,528.43
2016-03-22,167.888
2016-03-24,301.46999999999997
2016-03-27,39.92
2016-03-27,20.24
2016-03-29,844.1159999999999
2016-03-29,414.0
2016-03-29,299.97499999999997
2016-03-31,327.99600000000004
2016-04-01,7.04
2016-04-01,1317.492
2016-04-02,1454.9
2016-04-03,71.12
2016-04-04,82.64
2016-04-07,658.746
2016-04-08,159.92
2016-04-08,388.70400000000006
2016-04-08,354.90000000000003
2016-04-08,95.984
2016-04-08,24.700000000000003
2016-04-09,556.665
2016-04-12,638.2880000000001
2016-04-12,343.92
2016-04-12,194.35200000000003
2016-04-14,383.8
2016-04-14,933.5360000000001
2016-04-15,1121.568
2016-04-16,9.96
2016-04-17,257.499
2016-04-17,79.12
2016-04-17,18.624000000000002
2016-04-18,344.37199999999996
2016-04-18,127.88
2016-04-19,205.176
2016-04-22,86.62
2016-04-22,31.56
2016-04-22,23.56
2016-04-22,1272.6299999999999
2016-04-24,1325.76
2016-04-26,434.646
2016-04-28,41.568000000000005
2016-04-28,30.344
2016-04-30,111.888
2016-04-30,22.608
2016-05-01,370.62
2016-05-02,366.74399999999997
2016-05-02,12.56
2016-05-02,187.056
2016-05-02,214.7
2016-05-03,51.967999999999996
2016-05-05,298.776
2016-05-05,71.08800000000001
2016-05-05,1685.88
2016-05-05,16.72
2016-05-06,41.6
2016-05-06,54.711999999999996
2016-05-07,63.68
2016-05-07,442.764
2016-05-08,211.96
2016-05-12,10.02
2016-05-14,79.38400000000001
2016-05-14,30.192
2016-05-16,282.84
2016-05-17,22.608
2016-05-17,173.24
2016-05-19,641.96
2016-05-19,35.92
2016-05-19,39.76
2016-05-20,1049.2
2016-05-22,174.28599999999997
2016-05-23,37.05
2016-05-25,24.96
2016-05-26,388.42999999999995
2016-05-26,484.70400000000006
2016-05-26,26.94
2016-05-26,41.37
2016-05-27,5.5840000000000005
2016-05-27,25.176000000000002
2016-05-27,3504.9
2016-05-28,390.272
2016-05-29,44.76
2016-05-30,801.5680000000001
2016-05-30,2275.5
2016-05-30,167.84
2016-05-30,47.400000000000006
2016-05-31,191.07899999999998
2016-05-31,32.064
2016-06-03,71.08800000000001
2016-06-04,136.784
2016-06-04,4.0440000000000005
2016-06-04,11.688
2016-06-04,177.225
2016-06-04,419.68000000000006
2016-06-04,61.12
2016-06-06,82.64
2016-06-06,466.32000000000005
2016-06-09,122.352
2016-06-09,692.9399999999999
2016-06-10,1335.68
2016-06-11,902.712
2016-06-11,12.544000000000002
2016-06-12,379.372
2016-06-12,47.04
2016-06-12,6.984000000000001
2016-06-14,1293.4879999999998
2016-06-14,337.176
2016-06-14,8.73
2016-06-14,599.165
2016-06-14,1115.17
2016-06-17,483.13599999999997
2016-06-17,266.35200000000003
2016-06-17,319.41
2016-06-17,239.66599999999997
2016-06-17,376.866
2016-06-20,57.69
2016-06-20,161.568
2016-06-21,353.568
2016-06-25,85.246
2016-06-25,422.05799999999994
2016-06-25,32.712
2016-06-26,22.14
2016-06-26,37.74
2016-06-27,539.658
2016-06-28,121.96
2016-06-30,1266.86
2016-07-02,195.184
2016-07-02,528.43
2016-07-04,25.4
2016-07-04,1279.165
2016-07-04,25.4
2016-07-07,287.968
2016-07-07,60.288000000000004
2016-07-07,253.37199999999996
2016-07-07,215.65
2016-07-08,662.88
2016-07-09,165.28
2016-07-09,408.006
2016-07-14,579.136
2016-07-14,30.8
2016-07-14,51.75
2016-07-15,230.28000000000003
2016-07-16,9.552
2016-07-17,24.75
2016-07-17,12.419999999999998
2016-07-18,544.008
2016-07-18,854.3520000000001
2016-07-18,140.81
2016-07-19,504.90000000000003
2016-07-19,185.57999999999998
2016-07-21,363.92
2016-07-22,11.648000000000001
2016-07-22,27.42
2016-07-24,253.76399999999998
2016-07-25,69.3
2016-07-25,241.56799999999998
2016-07-25,2430.08
2016-07-25,255.76
2016-07-25,403.56
2016-07-25,95.19999999999999
2016-07-28,302.72
2016-07-28,24.700000000000003
2016-07-28,177.45000000000002
2016-07-31,272.94
2016-07-31,863.128
2016-08-01,19.312
2016-08-02,136.46400000000003
2016-08-04,109.8
2016-08-08,513.024
2016-08-12,145.764
2016-08-12,209.148
2016-08-12,562.2925000000001
2016-08-13,241.96
2016-08-15,225.29600000000002
2016-08-15,312.03000000000003
2016-08-16,161.28
2016-08-18,9.552
2016-08-18,5.344
2016-08-21,573.174
2016-08-21,2887.0560000000005
2016-08-21,815.2919999999999
2016-08-22,98.328
2016-08-23,532.7040000000001
